student_id,name,age,gender,score,phone,extension,email,date_of_join,course,attendance,status,gpa,remarks,money_spent,event_time,address,city,postal,hobbies,skills_tech_python,skills_tech_excel,skills_tech_sql,skills_soft,family_siblings,family_income_father,family_income_mother,laptop_brand,laptop_year,phone_brand,phone_year
512,Richard Black,20,Male,63.0,+1-632-235-0872,872,pattersonandrew@pierce.com,1989-03-04 00:00:00,Data Science,100.0,Active,3.59,Excellent,254.0,1970-01-29 11:05:00,4538 Frost Mill,West Donaldfort,,"yourself, anyone",2.0,3.0,4.0,"east, opportunity",2,392.0,1135.0,Dell,2017,Samsung,2024
513,Donald Barker,20,,,,,richardsthomas@welch-west.info,2022-12-30 04:24:00,Python,94.0,Inactive,,Average,267.0,2012-03-14 15:23:57,54212 Kyle Club Apt. 536,West Shawnview,,"discover, hour",,,,,,,,,,,
514,Logan Molina,21,Male,90.0,+1-007-545-2962,,nathan37@howard-parsons.com,1986-05-25 00:00:00,Python,100.0,Inactive,3.77,Average,57.0,2008-11-05 00:00:00,"Debraville 14-kv, dom 26",Micheleport,,"body, occur",2.0,3.0,5.0,"wide, month",3,475.0,947.0,HP,2024,Apple,2018
515,,22,Female,90.0,,,rangelmichelle@gmail.com,1970-10-06 00:00:00,Data Science,86.0,Inactive,1.33,Good,183.0,1970-03-15 00:00:00,8384 Michael Knoll Suite 400,Steeleshire,,"get, like",5.0,3.0,1.0,"international, some",5,352.0,1182.0,HP,2019,Xiaomi,2018
516,Sherry Rivera,19,Male,93.0,+1-409-671-7449,449,,2018-08-10 00:00:00,Data Science,65.0,Pending,0.0,Excellent,281.0,2023-01-04 23:05:30,"Apartment 20, West Briana district",North Tylerhaven,100038,"back, though",,,,,,,,,,,
518,,18,,90.0,+1-608-151-1642,,brianna72@yahoo.com,1973-01-15 00:00:00,Data Science,71.0,Active,3.7,Excellent,53.0,2016-02-23 00:00:00,"Apartment 41, North Eric district",South Steven,100515,"rule, specific",3.0,2.0,1.0,"then, but",0,1006.0,1059.0,HP,2020,Xiaomi,2020
519,Debra Hanson,19,Male,,,,,2000-09-09 09:27:00,Data Science,,Active,,Average,136.0,1996-11-08 00:00:00,"Apartment 10, Michaelhaven district",Sarahton,100000,"field, well",4.0,5.0,4.0,"go, age",3,742.0,455.0,Dell,2017,Xiaomi,2022
520,,19,Male,63.0,,,beckjoseph@yates-green.info,2022-09-20 02:10:17,Data Science,100.0,Pending,4.5,Average,174.0,1987-11-02 00:00:00,0127 Salazar Hollow,Danielfurt,,"mouth, perhaps",4.0,5.0,2.0,"agent, history",4,236.0,1113.0,Lenovo,2019,Apple,2019
521,Maxwell Smith,18,Male,,+1-792-546-0992,,,1977-05-23 00:00:00,Data Science,62.0,Active,3.7,Excellent,245.0,1975-06-18 21:28:17,"Taylorstad 17-kv, dom 5",New Laura,,"consumer, there",5.0,1.0,5.0,"black, step",3,438.0,1056.0,HP,2019,Samsung,2021
522,,20,Male,67.0,+1-191-971-2973,,,1983-06-11 00:00:00,Python,100.0,Active,4.5,Excellent,83.0,2023-10-12 11:48:07,,Leachberg,,"back, tell",4.0,3.0,4.0,"if, boy",4,339.0,655.0,Lenovo,2020,Apple,2022
523,Matthew Madden,20,,81.0,+1-145-735-0622,50622,,1996-02-09 00:00:00,Data Science,100.0,Active,,Good,70.0,2023-04-11 18:02:39,"Ashleyfurt 26-kv, dom 22",Port Samanthaport,,"could, if",1.0,5.0,5.0,"crime, common",0,423.0,622.0,Dell,2024,Samsung,2020
524,David Sanchez,18,Female,72.0,+1-427-375-5152,5152,,2015-10-29 00:00:00,Data Science,100.0,Inactive,4.5,Excellent,292.0,2023-10-19 02:30:27,98293 April Keys,Elizabethside,,"around, may",,,,,,,,,,,
525,Kayla Walker,18,,50.0,,,ethanwilliams@hotmail.com,1994-06-04 00:00:00,Python,100.0,Inactive,,Excellent,188.0,2020-09-28 00:00:00,8564 Sara Plaza,South Maria,,"wear, challenge",4.0,5.0,1.0,"black, approach",2,277.0,707.0,HP,2016,Xiaomi,2022
526,Angela Stark,20,Female,,+1-571-376-7079,67079,gallowaycarol@yahoo.com,2010-04-02 02:49:27,Data Science,100.0,Inactive,4.5,Good,206.0,2008-03-22 00:00:00,,North Johnville,,"admit, girl",,,,,,,,,,,
527,Anthony Grant,18,Female,,+1-901-805-5460,5460,,2001-07-25 18:51:00,Data Science,100.0,Inactive,0.0,Average,115.0,2017-01-27 04:18:00,"Apartment 16, Allisonville district",North Ashley,100171,"investment, learn",,,,,,,,,,,
528,Austin Christian,21,,,+1-584-157-7062,77062,,2022-09-02 15:57:08,Data Science,100.0,Pending,4.5,Average,232.0,2018-10-09 00:00:00,,Morenoshire,,,,,,,,,,,,,
529,Jonathan Hendricks,18,Female,,+1-383-151-9956,956,jeremiahwiggins@simmons.biz,2022-03-07 08:51:25,Data Science,,Active,,,138.0,2023-01-31 03:36:02,85228 Yoder Fields Suite 360,New Ashley,,"analysis, continue",,,,,,,,,,,
530,Leslie Cox,22,Female,,,,,2022-08-27 00:00:00,Python,62.0,Active,2.04,,277.0,1994-10-04 00:00:00,"East Ryan 7-kv, dom 2",Rickyside,,"animal, by",4.0,1.0,2.0,"full, know",4,979.0,572.0,HP,2017,Samsung,2021
531,William Powell,21,Female,77.0,+1-297-459-8801,,,2016-03-19 00:00:00,Data Science,95.0,Inactive,,Excellent,276.0,1999-06-30 00:00:00,911 Shields Via,West Christopherhaven,,,,,,,,,,,,,
532,,18,Female,92.0,,,xpeters@osborn.com,1976-02-23 00:00:00,Data Science,71.0,Pending,,Average,141.0,2020-11-08 21:57:00,,Robertside,,"bring, relate",5.0,2.0,1.0,"light, good",1,752.0,1262.0,HP,2016,Samsung,2020
533,,20,Female,81.0,+1-282-743-6299,,,2003-07-06 00:00:00,Data Science,100.0,Inactive,,Excellent,181.0,2010-02-13 00:00:00,9400 Richard Way,Josephberg,,,,,,,,,,,,,
534,David Young,19,Male,70.0,+1-863-661-4738,,,2020-11-28 01:25:24,Data Science,64.0,Pending,,,169.0,1985-07-06 00:00:00,,Julianshire,,,,,,,,,,,,,
535,Brianna Howell,,Female,73.0,,,mooretanner@moss.net,1975-03-26 00:00:00,Data Science,100.0,Inactive,2.97,Average,144.0,1987-10-25 09:29:00,4072 Martinez Inlet,Ortegaview,,,,,,,,,,,,,
536,Maria Harvey,,Female,90.0,,,,2023-02-28 09:06:00,Data Science,94.0,Active,4.5,,60.0,1998-06-29 02:48:00,South Elizabethfurt,Port Emilyburgh,100658,"decade, police",5.0,2.0,4.0,"also, true",1,1300.0,1360.0,Lenovo,2023,Samsung,2019
537,Bobby Lee,20,Female,,,,deborahtaylor@kerr.com,1986-07-27 00:00:00,Python,100.0,Inactive,4.5,Average,90.0,2023-07-27 12:43:48,Port Bryan,Lake Frank,100636,"forget, community",,,,,,,,,,,
538,,20,Female,93.0,+1-149-222-1022,1022,thomaskathleen@davis-cross.com,1988-01-08 13:27:06,Data Science,69.0,Inactive,4.5,Average,221.0,2002-01-16 00:00:00,53120 Logan Overpass Apt. 207,South Christopherborough,,"hundred, between",5.0,1.0,4.0,"paper, go",5,1410.0,930.0,Lenovo,2022,Apple,2020
539,Kimberly Greer,19,Male,,,,,2007-07-05 00:00:00,Data Science,100.0,Inactive,,Average,142.0,1987-08-30 00:00:00,"Apartment 47, Thompsonbury district",Lewischester,100192,"instead, whose",,,,,,,,,,,
540,Christopher Glenn,19,Male,88.0,,,,1985-11-20 00:00:00,Python,100.0,Active,,Good,119.0,1973-01-22 00:00:00,49187 Samantha Forges,West Sandra,,"Congress, member",5.0,2.0,1.0,"himself, send",1,292.0,960.0,HP,2024,Samsung,2023
541,,18,,50.0,+1-670-628-6626,,,2021-08-14 11:49:41,Data Science,,Pending,2.99,Good,92.0,2011-11-08 00:00:00,88512 Harris Path Suite 804,Joshuaton,,"across, style",,,,,,,,,,,
542,Christopher Bradford,,,,+1-500-281-5775,15775,,2005-11-15 00:00:00,Python,,Active,4.5,Excellent,272.0,2022-02-13 08:32:07,New Jessicastad,Banksview,100996,"picture, peace",,,,,,,,,,,
543,Connor Gonzales,18,Male,90.0,+1-027-361-0568,0568,,1997-04-28 15:42:00,Python,70.0,Pending,,Good,81.0,1977-07-14 00:00:00,903 Sanchez Fall,West Hunter,,"them, suffer",2.0,3.0,4.0,"tree, service",1,1159.0,1416.0,HP,2020,Xiaomi,2024
544,Samantha Howard,20,,,+1-992-189-5672,,anita28@evans.com,1979-09-22 06:28:00,Data Science,61.0,Active,,Excellent,52.0,1980-08-17 10:24:00,Elizabethstad,Williamview,100303,"plan, east",,,,,,,,,,,
545,John Lynn,22,,,+1-919-979-5395,5395,emily04@hotmail.com,2014-01-19 00:39:00,Python,80.0,Pending,4.5,Excellent,163.0,2021-05-03 06:19:39,Hernandezchester,Port Susanfort,100562,"whose, go",1.0,3.0,2.0,"future, green",2,447.0,427.0,Dell,2015,Apple,2022
546,Amber Small,20,,87.0,,,,1970-02-05 00:00:00,Python,100.0,Inactive,,Good,56.0,2018-10-28 00:00:00,,Georgeborough,,"society, lot",,,,,,,,,,,
547,Jesse Stafford,,Male,57.0,,,,1998-04-17 07:10:00,Data Science,100.0,Pending,,Excellent,246.0,1999-06-18 14:24:24,"Apartment 17, Port Danielville district",Kleinchester,100121,"any, those",3.0,5.0,4.0,"challenge, less",2,541.0,1233.0,Dell,2024,Samsung,2023
548,Donna Lewis MD,19,Male,66.0,,,,1999-12-11 00:00:00,Python,100.0,Active,,Excellent,124.0,1997-01-15 00:00:00,05309 Mullins Centers Suite 435,Jensenton,,"mother, before",1.0,5.0,2.0,"and, various",4,1030.0,785.0,HP,2022,Xiaomi,2021
549,Shannon Kelly,19,Female,90.0,+1-229-218-0076,076,alison82@hotmail.com,2023-01-05 20:17:13,Data Science,100.0,Active,,Excellent,94.0,1999-09-05 00:00:00,"Dillonton 30-kv, dom 35",South Brittanyfurt,,"include, face",,,,,,,,,,,
550,Ashley Reyes,21,Female,58.0,,,,2020-05-26 00:00:00,Data Science,69.0,Active,,Average,140.0,1982-03-20 06:07:00,,West Hayleystad,,"first, cost",5.0,5.0,5.0,"politics, thought",0,1237.0,1340.0,Lenovo,2016,Apple,2019
551,Christopher Mclaughlin,20,Female,90.0,+1-928-881-9047,047,moralesmargaret@hotmail.com,2004-01-07 00:00:00,Python,100.0,Pending,3.7,Excellent,121.0,1970-03-04 00:00:00,"New Shawnmouth 19-kv, dom 14",South Jennifer,,"listen, trial",2.0,4.0,3.0,"world, all",0,1440.0,1192.0,HP,2019,Samsung,2020
552,Judith Cortez,20,Female,84.0,+1-564-651-0977,977,,1987-01-21 00:00:00,Python,,Active,,Excellent,213.0,2022-04-27 18:47:11,North Elizabeth,Port Stephanie,100501,"total, have",2.0,3.0,2.0,"lawyer, several",0,859.0,997.0,Dell,2019,Samsung,2022
553,,20,Female,,,,douglasbecker@yahoo.com,1979-07-16 09:07:25,Data Science,100.0,Pending,4.5,Good,55.0,1994-08-22 00:00:00,"Vincentfurt 18-kv, dom 27",West Emma,,"thought, key",5.0,4.0,3.0,"fill, believe",2,864.0,1073.0,Lenovo,2022,Samsung,2020
554,Michael James,,Female,66.0,+1-514-589-9501,9501,victoria57@hotmail.com,1996-11-23 00:00:00,Python,,Inactive,4.5,Excellent,53.0,1987-06-01 00:00:00,,Andreborough,,"after, speech",,,,,,,,,,,
555,Cynthia Merritt,19,,50.0,+1-766-665-3449,53449,laura82@davidson.biz,2021-08-05 05:06:48,Data Science,,Pending,,Excellent,120.0,2006-06-25 19:23:33,,Lake Sydney,,"here, out",3.0,1.0,5.0,"move, thousand",0,1116.0,1230.0,Dell,2022,Samsung,2019
557,Lori Thompson,20,Female,90.0,+1-572-290-3710,3710,,2023-05-11 15:54:46,Data Science,,Inactive,3.7,Excellent,248.0,1987-04-29 00:00:00,549 Cain Extensions,New Jonathon,,,,,,,,,,,,,
558,David Smith,21,,,,,,2021-12-19 21:28:14,Data Science,100.0,Active,3.7,,92.0,1979-03-06 09:50:32,,West Morganberg,,"number, similar",4.0,2.0,3.0,"thought, require",1,1472.0,774.0,Lenovo,2021,Xiaomi,2019
559,Erin Thomas,20,Female,87.0,,,,2021-11-15 00:00:00,Python,100.0,Pending,,Excellent,280.0,2016-09-16 11:22:00,,Farmerborough,,,,,,,,,,,,,
560,Stephanie Foley,20,Female,52.0,+1-387-256-2428,2428,rmoreno@hotmail.com,1971-12-07 00:03:57,Data Science,100.0,Inactive,,Good,295.0,2022-05-15 06:38:00,"Apartment 41, Port Joshuaport district",Allisonside,100930,"perhaps, today",,,,,,,,,,,
561,Shannon Henderson,20,Male,,,,,1998-03-11 00:00:00,Data Science,98.0,Inactive,0.0,Excellent,232.0,1976-03-25 19:41:00,Port Kimberlyport,Danielside,100576,"newspaper, soon",1.0,2.0,1.0,"law, themselves",4,742.0,1045.0,Dell,2021,Apple,2024
562,,18,Male,90.0,+1-591-058-3931,,angela86@jones.info,2001-11-09 00:00:00,Python,100.0,Active,3.7,Excellent,156.0,1990-03-20 17:14:55,"Apartment 24, North Maryview district",South Alexanderport,100415,"need, six",,,,,,,,,,,
563,,20,Female,58.0,+1-182-126-9898,898,rclark@williams-duran.com,2006-10-14 00:00:00,Data Science,63.0,Inactive,4.5,Excellent,67.0,1999-01-29 00:00:00,3151 Laura Ridge Suite 752,Sarahhaven,,"hear, party",4.0,2.0,4.0,"majority, song",5,210.0,448.0,HP,2024,Apple,2022
564,Bryan Boyd,19,Female,72.0,+1-787-372-7406,,sharon79@davis.org,1994-09-20 03:30:00,Data Science,,Pending,,Good,187.0,1972-07-15 00:00:00,Turnerhaven,New Johnton,100126,"ball, some",1.0,4.0,1.0,"ok, various",5,688.0,428.0,Dell,2019,Xiaomi,2018
565,John Osborn,21,Female,96.0,+1-771-430-4946,,ibentley@wong.com,1992-06-13 10:18:00,Python,100.0,Pending,3.7,,115.0,1983-07-23 10:43:00,"Barnettbury 23-kv, dom 27",Port Tamara,,,,,,,,,,,,,
566,Anna Clark,20,Male,,+1-614-334-5932,932,wooderika@patel.com,1981-01-13 00:00:00,Data Science,100.0,Inactive,,,52.0,1979-01-02 07:04:00,8770 Danielle Trail Suite 654,Sanchezton,,,,,,,,,,,,,
567,Ashley Jacobs,20,Female,70.0,+1-587-400-8801,801,,1970-09-14 00:00:00,Data Science,78.0,Active,3.45,Average,244.0,2013-12-09 00:00:00,"Apartment 42, New Catherineport district",Manntown,100081,"admit, new",2.0,1.0,4.0,"high, me",5,674.0,897.0,HP,2015,Xiaomi,2023
568,,19,Male,92.0,+1-514-948-6082,6082,,1996-09-01 07:48:34,Data Science,,Active,3.7,Good,196.0,2023-06-02 00:00:00,South Matthew,Bethside,100443,"most, a",4.0,4.0,5.0,"yard, walk",2,1488.0,640.0,Lenovo,2016,Samsung,2022
569,,22,Female,77.0,+1-189-602-0470,0470,,2003-04-21 00:00:00,Data Science,100.0,Inactive,0.0,Excellent,300.0,2020-09-30 00:00:00,Garciaberg,Johnborough,100187,"coach, air",1.0,1.0,3.0,"wait, guy",5,513.0,772.0,Dell,2018,Xiaomi,2024
570,Haley Johnson,,Male,74.0,+1-937-580-0127,,,2023-06-12 23:49:26,Data Science,,Active,4.5,Excellent,282.0,2012-08-23 05:42:00,East Andrewstad,Goodwintown,100802,"simple, play",2.0,3.0,1.0,"benefit, structure",1,985.0,314.0,Dell,2018,Apple,2018
571,Amanda Gonzalez,21,,,,,xle@moore-maxwell.info,2019-12-26 10:26:00,Data Science,100.0,Pending,3.66,Excellent,192.0,2001-01-30 00:00:00,"Apartment 35, South Jeanettefurt district",West Jefferyside,100371,"reduce, all",,,,,,,,,,,
572,Ryan Simmons,22,Male,93.0,+1-456-713-5387,,,2011-01-13 19:27:46,Data Science,100.0,Inactive,,Good,103.0,1992-09-26 21:37:30,"Apartment 7, South Scott district",Jocelynton,100855,"true, everything",4.0,5.0,3.0,"spring, knowledge",4,1055.0,877.0,Dell,2020,Apple,2021
573,David Adams,20,Female,79.0,+1-825-412-0539,,garciajennifer@luna-kent.info,1996-11-27 00:00:00,Python,100.0,Active,3.7,Excellent,177.0,2014-07-10 19:50:13,Loganmouth,South Juan,100593,,,,,,,,,,,,
574,,21,Female,,+1-644-867-5819,,,1985-06-21 11:08:00,Data Science,100.0,Active,0.0,Excellent,171.0,2009-01-16 00:00:00,11917 Michael Creek,South Nicole,,,,,,,,,,,,,
575,,20,Male,87.0,+1-761-695-5562,,,2017-07-20 00:00:00,Data Science,100.0,Inactive,3.7,,169.0,1987-05-10 00:00:00,Wattsberg,North Emilyfurt,100298,,,,,,,,,,,,
576,,20,Female,90.0,+1-294-720-6432,432,lwright@yahoo.com,2001-06-21 09:58:18,Python,100.0,Pending,,Average,147.0,2024-10-27 23:24:25,"Apartment 42, Port Carlos district",Port Matthew,100983,"front, deal",2.0,4.0,3.0,"affect, sound",1,1024.0,468.0,Lenovo,2023,Xiaomi,2018
577,,18,Female,91.0,+1-493-503-3783,3783,,2017-03-17 01:02:00,Python,,Pending,,Average,88.0,2011-08-20 00:00:00,,Adrienneside,,"recognize, mention",4.0,4.0,4.0,"glass, future",3,1330.0,904.0,HP,2020,Xiaomi,2020
578,Michael Williams,20,,80.0,+1-540-460-9543,,,1986-08-13 00:00:00,Data Science,89.0,Pending,,Good,182.0,1995-07-26 07:41:20,,Coleview,,"southern, teach",2.0,2.0,1.0,"office, notice",5,1002.0,1037.0,HP,2022,Apple,2020
579,,22,Male,60.0,,,hollybarnes@ortiz-rodriguez.com,1980-02-11 00:00:00,Python,76.0,Active,3.7,Excellent,167.0,2022-07-28 05:42:16,66803 Barrett Lodge Suite 303,South Kevinland,,,,,,,,,,,,,
580,Christopher Sanchez,21,,,+1-748-730-0434,00434,kathryn31@price.biz,2011-09-08 00:00:00,Data Science,100.0,Pending,,Good,169.0,1975-01-25 00:00:00,51394 Benjamin Green,New Erik,,"herself, debate",3.0,2.0,4.0,"party, put",1,1463.0,1482.0,HP,2023,Xiaomi,2024
581,Kathleen Lambert,20,Male,99.0,+1-996-877-7246,77246,nrose@wright-brewer.biz,2016-07-24 11:45:00,Data Science,65.0,Inactive,,Good,165.0,2011-01-05 18:22:00,Lake Robertland,Port Kelly,100644,"attack, new",,,,,,,,,,,
582,Traci Guerra,18,Female,,+1-828-498-9575,89575,,1982-11-04 20:35:16,Data Science,100.0,Pending,1.19,,254.0,1999-12-06 00:00:00,0398 Zoe Walk Suite 987,Ashleyville,,"something, sea",2.0,4.0,5.0,"which, prove",3,1096.0,1000.0,HP,2018,Apple,2019
583,,22,Male,,+1-658-998-1094,1094,,2022-12-12 06:42:31,Data Science,100.0,Active,0.0,Good,283.0,2018-07-29 00:00:00,Crawfordport,Thompsonhaven,100081,"reason, far",,,,,,,,,,,
584,Sheila Bell,20,Female,,+1-654-761-0093,0093,monicabarber@hotmail.com,1971-01-28 00:00:00,Data Science,,Active,3.7,,127.0,2016-07-24 08:38:00,683 Timothy Harbor,Robertville,,"we, husband",1.0,3.0,2.0,"instead, this",3,875.0,1382.0,Lenovo,2022,Xiaomi,2023
586,Kevin Thomas,18,Female,,+1-331-482-3095,23095,,2013-06-13 00:00:00,Data Science,100.0,Inactive,0.0,Excellent,91.0,2022-02-22 12:51:27,"Rochachester 7-kv, dom 22",Glasstown,,,,,,,,,,,,,
587,Dr. Brandon Berry,20,Female,,+1-153-238-9492,,,1995-01-17 00:00:00,Data Science,100.0,Pending,,Average,219.0,1991-06-13 11:17:00,"Apartment 2, Port Yvonnefort district",New Carmenmouth,100944,,,,,,,,,,,,
588,Crystal Olsen,22,Female,99.0,,,,2017-02-11 00:00:00,Python,79.0,Active,2.9,,71.0,2022-04-28 23:29:45,"North Christineberg 8-kv, dom 22",Joshuahaven,,"popular, statement",2.0,5.0,3.0,"become, join",1,903.0,822.0,Dell,2023,Apple,2021
589,Joseph Wilson,22,Male,,,,michaeljones@moon-foster.com,1972-03-09 00:00:00,Python,100.0,Active,,Excellent,265.0,2021-12-18 22:57:13,9406 Black Common,Monroeview,,"song, range",2.0,2.0,4.0,"father, himself",5,584.0,230.0,HP,2022,Apple,2018
590,,20,Male,,+1-435-004-5597,597,ewalters@russell.info,1973-03-17 09:24:01,Data Science,88.0,Pending,4.5,Excellent,194.0,1991-02-20 00:00:00,6542 Kristin Bridge Apt. 211,South Michaelhaven,,"security, such",5.0,3.0,4.0,"instead, establish",4,1215.0,1022.0,HP,2022,Xiaomi,2023
591,Dean Moore,18,Female,63.0,+1-067-569-4892,4892,hsmith@nelson-bryant.com,1976-06-11 00:00:00,Data Science,100.0,Pending,,Excellent,289.0,1986-10-31 00:00:00,"Apartment 18, South Garyport district",Perryland,100844,"positive, could",1.0,3.0,4.0,"full, job",3,613.0,1177.0,HP,2022,Apple,2022
592,,18,,90.0,+1-652-322-1481,,sonyajackson@gmail.com,2003-07-19 06:09:17,Python,,Active,,Average,204.0,2017-11-16 00:00:00,"Richardview 27-kv, dom 45",Colestad,,"owner, response",4.0,3.0,3.0,"food, environmental",4,304.0,610.0,Dell,2018,Samsung,2019
593,Edward Holmes,18,Female,62.0,+1-771-976-8982,982,jbean@hughes-arnold.com,1984-01-11 00:00:00,Python,100.0,Pending,,Average,209.0,2007-03-11 08:56:00,,Matthewport,,"red, major",2.0,1.0,5.0,"bring, certainly",3,217.0,1427.0,Lenovo,2020,Samsung,2022
594,Sheila Contreras,21,Female,97.0,,,,1998-02-04 10:45:00,Data Science,,Active,,Excellent,91.0,1990-10-07 20:23:00,41891 Jacob Parkway,Ellisonstad,,"believe, article",1.0,2.0,4.0,"off, here",5,1142.0,893.0,Lenovo,2024,Xiaomi,2020
595,Vincent Pena,22,Female,57.0,+1-979-887-3158,,,2001-10-29 23:54:51,Data Science,100.0,Pending,4.5,Average,251.0,1991-03-24 00:00:00,117 Lyons Knolls,West Craigview,,"house, true",3.0,5.0,3.0,"throughout, recently",5,1314.0,320.0,HP,2023,Xiaomi,2019
596,Bobby House,20,Male,90.0,,,,2022-05-02 07:44:44,Data Science,100.0,Pending,4.0,Average,235.0,2023-02-25 03:31:55,"Apartment 29, Hamiltonville district",Shannonburgh,100697,"point, itself",1.0,4.0,2.0,"great, short",5,957.0,517.0,Dell,2019,Xiaomi,2024
597,,22,Female,,+1-693-955-6685,56685,,2023-05-26 11:12:31,Python,,Inactive,1.56,,270.0,1974-01-06 00:00:00,Harttown,Port Frederick,100979,"almost, rest",,,,,,,,,,,
598,Jonathan King,20,,,+1-824-271-8829,829,,2017-12-13 00:00:00,Data Science,,Active,0.0,Average,264.0,2021-11-15 15:24:25,912 Anderson Island,North Andrea,,"society, hot",1.0,4.0,2.0,"election, job",0,479.0,958.0,Lenovo,2017,Samsung,2022
599,Eric Medina,,,,+1-683-550-2139,02139,,2016-10-02 00:00:00,Data Science,70.0,Active,4.5,Good,92.0,2017-08-17 00:00:00,West Jasonberg,New Zachary,100418,"real, save",4.0,1.0,4.0,"ten, skill",5,334.0,483.0,HP,2018,Xiaomi,2022
600,Zachary Johnson,18,Male,,+1-508-180-1870,,qrice@hotmail.com,2021-02-18 14:52:51,Python,,Active,3.7,Average,147.0,2020-12-02 03:58:42,Jamesport,New Markshire,100915,"happen, night",,,,,,,,,,,
601,Ashley Andrade,21,Male,,,,,2015-10-20 00:00:00,Python,100.0,Active,4.5,Excellent,202.0,2020-09-22 06:42:28,"South Kelsey 19-kv, dom 5",Dunnville,,"military, blood",1.0,2.0,3.0,"coach, response",3,711.0,1071.0,Lenovo,2020,Samsung,2020
602,Martha Ruiz,19,,58.0,,,kfrancis@gmail.com,1980-02-06 19:22:00,Python,100.0,Pending,3.7,Average,244.0,2022-07-29 20:13:58,Powellmouth,West Gregory,100884,"chair, lay",5.0,3.0,1.0,"respond, building",1,349.0,844.0,Lenovo,2021,Samsung,2019
603,Pamela Carr,18,,95.0,+1-166-976-6040,,lwilliams@gmail.com,1979-12-03 00:00:00,Python,100.0,Active,4.5,Good,169.0,2021-12-11 12:02:02,198 Gary Mills Apt. 152,Christopherside,,,,,,,,,,,,,
604,Mrs. Angela Tyler,21,Female,63.0,+1-905-116-0378,60378,,1996-01-11 23:11:17,Data Science,100.0,Active,4.5,,251.0,1977-07-29 08:19:13,8126 Herrera Point Apt. 428,Morrisontown,,"else, take",1.0,2.0,3.0,"interesting, pay",3,593.0,353.0,Lenovo,2023,Xiaomi,2022
605,Grant Rowland,19,Male,54.0,+1-645-856-7180,67180,,1984-04-19 19:46:23,Data Science,100.0,Pending,2.81,,107.0,1994-09-04 00:00:00,"Wrightfort 30-kv, dom 45",East Deniseburgh,,"wide, wonder",5.0,5.0,2.0,"nor, many",1,1417.0,526.0,HP,2021,Apple,2023
606,,19,Male,,+1-072-868-5308,,foxmary@martin-palmer.info,1986-09-08 02:58:00,Data Science,100.0,Pending,,Excellent,148.0,1990-04-22 00:00:00,,West Adrianchester,,"difficult, want",2.0,5.0,2.0,"case, fire",5,560.0,845.0,Dell,2021,Apple,2024
607,Jason Cherry,18,,,+1-477-082-8683,,,2009-09-16 10:18:00,Data Science,65.0,Inactive,3.7,Good,94.0,2024-03-09 07:30:51,"Port Tinafurt 28-kv, dom 37",New Angiefort,,"able, trip",4.0,1.0,4.0,"although, less",2,612.0,729.0,HP,2023,Apple,2019
608,,21,Female,,+1-477-116-0040,60040,,2023-01-31 21:20:16,Data Science,83.0,Pending,,,194.0,2022-12-02 00:00:00,10158 Tiffany Heights Apt. 563,Michaelhaven,,"whose, message",3.0,4.0,5.0,"skin, article",2,1333.0,623.0,HP,2016,Apple,2020
609,Nicholas Thompson,20,Female,,+1-637-350-5086,5086,,2010-04-09 00:00:00,Data Science,,Active,3.7,Good,233.0,1986-09-08 11:26:06,69161 Newman Summit Suite 430,South Michaelberg,,"debate, those",,,,,,,,,,,
611,Nicole Peterson,21,Female,99.0,,,,1992-01-16 17:45:00,Data Science,100.0,Inactive,,,258.0,2023-03-02 22:34:52,505 Ariana Run,Mooreborough,,"down, technology",5.0,3.0,3.0,"central, ahead",5,305.0,1017.0,Lenovo,2020,Xiaomi,2021
612,Natalie Brown,20,Male,90.0,+1-191-382-7703,703,,1971-08-13 08:06:28,Data Science,72.0,Active,0.0,Excellent,131.0,2016-04-05 00:00:00,"Port Gary 3-kv, dom 11",West Hunter,,"attorney, stay",,,,,,,,,,,
613,Robert Hubbard,18,Female,83.0,,,,1970-03-05 16:15:00,Data Science,100.0,Active,,Average,236.0,2022-11-05 02:32:49,"Port Charlene 26-kv, dom 20",Deannachester,,"environmental, create",1.0,5.0,4.0,"American, range",5,743.0,1191.0,HP,2019,Apple,2020
614,,22,Female,62.0,,,elizabethgolden@yahoo.com,2022-09-21 04:31:53,Data Science,,Inactive,3.7,Excellent,297.0,2022-01-09 00:05:02,"Billyland 10-kv, dom 4",South Christian,,"good, garden",5.0,4.0,5.0,"check, rise",4,694.0,1296.0,Lenovo,2018,Xiaomi,2018
615,Michelle Chambers,20,Female,50.0,,,awong@novak.com,2014-08-26 22:13:00,Data Science,100.0,Pending,,Good,62.0,1973-09-24 00:00:00,Cherylport,Port Kevinfort,100049,"college, public",,,,,,,,,,,
616,,18,Female,90.0,+1-128-955-5777,,,2021-09-15 07:20:58,Data Science,,Active,,Good,125.0,2024-02-05 00:00:00,08930 Benjamin Lane,Kimberlyborough,,"above, summer",3.0,2.0,3.0,"bag, team",1,1340.0,708.0,Dell,2018,Samsung,2021
617,Erica Ayala,20,Male,63.0,+1-380-629-6377,,,2019-04-18 02:11:00,Data Science,100.0,Pending,,,195.0,2008-08-01 14:33:00,,Barkerfurt,,"investment, affect",5.0,3.0,3.0,"environment, marriage",5,725.0,1271.0,HP,2024,Xiaomi,2022
